"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"39","drug -0.00670705209346256","trump -0.00124959482574039","fda -0.00122479709920831","collins -0.00119629139530153","dos -0.00096096419160574","two -0.000923022530131212","committee -0.000878630785128509","get -0.000831587439288572","phase -0.000821602221431794","shortage -0.000737978635563574"
"40","infection -0.0048281156690636","prevent -0.00360308819660748","fda -0.003538724574632","use -0.0030182853503774","health -0.0025601679459385","covid -0.00246087480469936","drug -0.00235613123324907","johnson -0.00163064047678896","emergency -0.00158562438456644","medicare -0.00143685495581469"
"41","israel -0.0088119755092898","drug -0.00752385372546305","rt -0.00462400496526216","vaccination -0.00362332639815022","authorization -0.00333840731535961","russian -0.00323501934625881","test -0.00299575898929683","phase -0.00290309123661658","antigen -0.00259094671619009","emergency -0.00245157982960686"
"42","pfizer -0.00738547140018886","pfizers -0.00520561061566405","monday -0.00437342366272042","effective -0.00250206464921232","johnson -0.00232006213496017","safety -0.00194046860494823","dos -0.00165917047103781","pause -0.00157716465422286","news -0.00148570243225099","fauci -0.00135155685705302"
"43","trial -0.0025268112292629","covid -0.00244637816414828","moderna -0.00196255182936833","patient -0.00130075831613929","drug -0.00119994752929309","fauci -0.000781599558225099","keep -0.00071669572941524","clinical -0.000625388720566278","phase -0.000528656922238135","degree -0.000526211360335815"
"44","vaccinate -0.00206319417201684","meet -0.00158886600769514","company -0.00152835923168015","efficacy -0.00128020034363252","advisory -0.00118129405885792","moderna -0.00117681838539141","committee -0.00113264155283777","slaoui -0.000959270303024784","fda -0.0009090630853551","effective -0.000859144685415592"
"45","uk -0.00153222205733272","trial -0.00143840382074933","say -0.00134993161972852","fauci -0.000981964132108382","million -0.000980326602771475","dec -0.000966766501435012","moderna -0.000898505236862635","efficacy -0.000693812789734127","monday -0.000555187278342362","show -0.000555136733247363"
"46","reaction -0.00197323040301589","effective -0.00127540138671056","allergic -0.00126067416700459","company -0.00109694855409836","fauci -0.00109624582423762","uk -0.00104103378812914","pfizerbiontech -0.000881069179189065","state -0.00084701325563008","official -0.000783181342443595","datum -0.000746358555273385"
"47","saturday -0.00122977443748939","recommend -0.00115467383188916","uk -0.000907576647322439","hahn -0.000878168330977647","vote -0.000867506173591659","center -0.000852224495586085","dr -0.000803784187651035","use -0.000781518927510993","pfizerbiontech -0.000712349368594767","reaction -0.000710712049887929"
"48","reaction -0.0042786742098142","allergic -0.00299044657992309","friday -0.00156545758536342","moderna -0.00108455800163454","report -0.00104462850782849","phase -0.00101830306547634","vaccinate -0.000989876185421013","will -0.000934298289472557","modernas -0.000726530340975584","essential -0.000694403791317133"
"49","phase -0.00222423650054127","company -0.00208787704113189","authorization -0.00205411824315838","fda -0.00198333853763122","people -0.00190283083014275","immune -0.00179541675233963","meet -0.00160098230122696","develop -0.00137753661209827","case -0.00135698701571496","state -0.00132536833733754"
"50","dose -0.00760750282422151","india -0.00317941837575586","committee -0.00240967710739226","reaction -0.00228719499046803","authorization -0.00212333913917895","advisory -0.00185071803186632","pfizer -0.00174377196376174","us -0.00133890851263663","plan -0.00122624493464607","allergic -0.00117825315904829"
"51","us -0.00374625718957122","disease -0.00162875703020782","reaction -0.00162760522242578","dr -0.00149775690466336","dos -0.00149644359169543","committee -0.00149162036610395","release -0.00133720556051864","center -0.000999536956667768","moderna -0.000992105965700096","african -0.000974186548491462"
"52","us -0.00509017823729319","sputnik -0.0041577996338229","coronavac -0.00256080170711748","brazil -0.00252857810447848","moderna -0.00235415521434712","drug -0.00221478509901596","dose -0.0021367372356863","ministry -0.00173216213792859","request -0.0016094414000829","health -0.00149605678373266"
"53","european -0.00745739453639227","johnson -0.00637836158557559","eu -0.00525587365552738","astrazeneca -0.00315154568804465","union -0.00241118857191636","people -0.00204091128350259","expect -0.00137467107449141","dose -0.00136024935338797","report -0.0012381003590195","supply -0.00121700072650921"
"54","say -0.0038897274086237","world -0.00147297822147208","canada -0.000873614758748253","covax -0.000580454336531422","datum -0.000549092889117531","study -0.000545513624175875","statement -0.000532928476606354","dose -0.000520623142299503","candidate -0.000442363571896198","korea -0.000403444560832189"
"55","trial -0.0026637956219151","company -0.00173258240007212","vaccination -0.00160760519056924","european -0.00153616273478374","accord -0.00149133419072645","woman -0.0010501225021442","phase -0.00101326586850881","efficacy -0.00097930647693989","us -0.000903662252436432","ukraine -0.000850327113872673"
"56","million -0.00438280114084633","phase -0.0017425346496347","dos -0.00101156969201754","astrazeneca -0.00091568485013338","will -0.000678679319741637","covax -0.000678551470258748","take -0.000644087746426769","us -0.000621785921602558","effective -0.000585207801017118","foreign -0.000582436273531939"
"57","european -0.00236020557344396","dos -0.00201838780133057","also -0.00146098945049433","eu -0.000902268405285733","effective -0.000735387490774064","moderna -0.000691082942540611","uk -0.000613252441997614","ship -0.000612828870572568","committee -0.000595622835923959","pfizer -0.000593231468725919"
"58","johnson -0.0105272697936055","will -0.0023117862963562","datum -0.00185431422416205","pfizer -0.00116256592750941","meet -0.00107759693820508","vaccination -0.000999570889221313","million -0.000887889915207607","moderna -0.000860959089684865","make -0.000845187140662174","european -0.000749504863527095"
"59","will -0.0040117181931234","million -0.00241256788260158","clot -0.0018800166857279","medicine -0.00179249402628201","johnson -0.00160712017747722","vaccination -0.00147469374219467","astrazeneca -0.0014527457603688","suspend -0.00125724290467755","blood -0.00125724290467755","follow -0.00101596085499545"
"60","astrazeneca -0.0239882651450204","johnson -0.0163092173935633","blood -0.00924110465043115","clot -0.00918642931207281","dos -0.00583271766139282","suspend -0.00524678413650337","medicine -0.00411832504770404","agency -0.00409086406839865","million -0.00382274895390233","vaccination -0.00344517731137528"
"61","johnson -0.0108496606421633","million -0.00286171216185249","clot -0.00284270708179679","dos -0.00160103003610557","announce -0.0014348459567235","meet -0.00132959496614005","european -0.001269119857638","statement -0.00121418001938189","far -0.00113093648511187","moderna -0.00109120059924106"
"62","people -0.00780724728734283","age -0.00564483609783051","johnson -0.00537821537183469","europe -0.00355905437287929","administer -0.00235547118746615","rare -0.00215290921482159","suspend -0.00182297194115766","germanys -0.00164121440996534","thursday -0.00129854657856487","place -0.00125569958663052"
"63","wednesday -0.00551112491329986","country -0.00435116969328964","age -0.00326736624780422","rare -0.0024885475254447","suspend -0.00227945420455755","uk -0.00167757274793257","million -0.0016059606566533","report -0.00146404157338365","us -0.00139407932397173","friday -0.0010667645327237"
"64","country -0.00405157031100778","people -0.00286086664809027","suspend -0.00283131611895393","blood -0.00276754732168105","clot -0.00235903449676333","thursday -0.00167762039541697","johnson -0.0014343092536051","minister -0.00107399743552239","adverse -0.00103436620288933","year -0.000843184412209763"
"65","commission -0.0052364465920095","deliver -0.00284187332941765","eu -0.00282551980750256","dos -0.0026292831264455","company -0.00223667961473772","spain -0.00183934661651131","receive -0.0016396950818155","accelerate -0.00158459829487634","will -0.00132162730704599","supply -0.00115446952512288"
"66","eu -0.0138820105320752","irish -0.00541810969102086","commission -0.00535795938071337","member -0.00484328238624798","clot -0.00425489330818674","agency -0.00367411489720981","delivery -0.00353252244292879","blood -0.00350335463705909","court -0.00319079655014931","rare -0.00313685928775731"
"67","vaccine -0.0322428810959635","astrazeneca -0.0170610490458202","list -0.00301750865499428","court -0.00278392447344078","proposal -0.00253546971386054","receive -0.00247166091560547","blood -0.00247166091560547","age -0.0022555489338173","agency -0.0022555489338173","end -0.00216404591293839"
"68","state -0.0201647320070111","vaccine -0.0173740053126706","ivermectin -0.0067743323032603","library -0.00516666875020189","limit -0.00396322028448348","de -0.00357458528463828","monday -0.00301430265627367","blasio -0.00261996596324843","consent -0.00261996596324843","emergency -0.00242887757515331"
"69","vaccine -0.0185145510793623","dos -0.00936109203567315","astrazeneca -0.00888948346851759","korea -0.00414144829881935","allow -0.00410436176795725","area -0.00326577587036825","use -0.00305131196868813","court -0.00305131196868813","hancock -0.00285551277718743","restriction -0.00276189730425458"
"70","eu -0.0130147600466404","take -0.00803972062969349","european -0.00783598828714305","merkel -0.00623585162712115","infection -0.00478684038181254","member -0.0039012033147664","medium -0.00340213966216962","astrazeneca -0.00335947969231465","passenger -0.00296264318329431","custody -0.00274873079801596"
"71","cruise -0.008183193235063","assistance -0.00525903201520417","time -0.00455450249869049","accord -0.0044929877030252","ship -0.00413239987737524","rescue -0.00413239987737524","us -0.00411421596421957","vaccine -0.00374320805958295","make -0.00333619257566597","minister -0.00333619257566597"
"72","recommend -0.0070768337871856","level -0.00649009029487613","european -0.00551945274085391","include -0.00460538291935358","severe -0.00449426677181453","need -0.00398680740868462","eu -0.00364390243168633","vaccine -0.00364390243168633","million -0.00300570413618756","risk -0.00278919316648374"
"73","card -0.0112482283223574","lift -0.00423991065758422","recommend -0.00405996762582361","monday -0.00345223333594091","june -0.00345223333594091","million -0.00309576392185829","eu -0.00275912205405471","need -0.00275912205405471","confirm -0.00275592479916986","selfquarantine -0.00275592479916986"
"74","labor -0.0144674400159686","unemployment -0.0144674400159686","insurance -0.00621254364774759","midnight -0.00621254364774759","people -0.00580226132265266","vaccinate -0.00533684012489777","across -0.00485194894422847","investigate -0.00485194894422847","sept -0.00485194894422847","maryland -0.00350958157438841"
"75","world -0.0283354623114376","swaminathan -0.0283354623114376","encourage -0.00604221619195727","covid -0.00459623861990879","will -0.00422380267102943","vaccinate -0.00353026552489702","level -0.00261452116500663","traveler -0.00234158298932846","us -0.00234158298932846","recommend -0.00208446168388648"
"76","travel -0.028291300317678","booster -0.0134597265438608","may -0.00661640809758773","recommend -0.00472996078949772","delta -0.00417185711242685","statement -0.00417185711242685","efficacy -0.00417185711242685","facility -0.00408553725563421","will -0.00366000436946212","traveler -0.00317948008951474"
"77","travel -0.0122035276853923","committee -0.00722551167988783","fully -0.00544248656526136","israel -0.00544248656526136","recommend -0.00414721376952043","booster -0.00414721376952043","weekend -0.00401705396255031","traveler -0.00303451761616352","will -0.00303451761616352","card -0.00303451761616352"
"78","facility -0.0179591678251866","time -0.00677578062545142","africa -0.00474223516473776","overall -0.00474223516473776","will -0.0045881563743318","committee -0.00430275988024764","may -0.00430275988024764","israel -0.0032836685749062","booster -0.0032836685749062","two -0.00240862998973468"
"79","global -0.0175718428201079","facility -0.00910258332889524","festival -0.00855338210119272","statement -0.0069296531427353","attend -0.00375388072062266","week -0.00375292368353053","now -0.00335325469683412","organization -0.00335325469683412","region -0.00286734117676168","vaccination -0.00283305616202412"
