"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"11","hopkins -0.0134017959955282","johns -0.012758693737846","death -0.00809598468804429","health -0.00677202831344936","report -0.00299377331761896","test -0.00248083295305901","crow -0.00229992003390866","public -0.00222495048735749","detect -0.00176540963366378","cdc -0.00156198924572548","universitys -0.00154343655447042","novel -0.00141434693387377","healths -0.00129267865486371","new -0.00128928426309249","system -0.0012368115597382","university -0.00116446140395277","positive -0.000981246038367023","california -0.000896417013750872","grand -0.000738936505399912","total -0.000652819882689282","cnn -0.00063201085526976","wyoming -0.000613786696117335","agency -0.000592752886723891","citizen -0.000563532467044991","quarantine -0.000469591908578315","bring -0.000446306819099407","washington -0.000367354804914344","coral -0.000358273074716808","government -0.000345592135657657","confirm -0.000343665392431247"
"12","johns -0.011955431410836","hopkins -0.0117601001734778","ship -0.00471766990602795","health -0.00421511854753942","cnn -0.00395258941604049","passenger -0.00191690395002131","university -0.00188847574874695","novel -0.00146394019320406","cruise -0.00131571690425902","system -0.0011238428866136","detect -0.00105161715732471","healths -0.00105161715732471","sailor -0.000993969727320354","public -0.000884559650649597","universitys -0.0008653994545198","navy -0.000593394717545159","march -0.000560182259692898","carrier -0.000447883741133914","princess -0.000430901212945645","crow -0.000423797738073439","agency -0.000316300494613064","test -0.00025868525398276","control -0.00021770542502797","local -0.00021770542502797","uss -0.000193028010897711","thursday -0.000191414717595206","prevention -0.000189224300744417","roosevelt -0.000185780964132465","bring -0.000181489154780778","aircraft -0.000172843966176561"
"13","costa -0.00216165837127025","hopkins -0.00190084470498675","us -0.00187505330318349","dock -0.0015146219721951","university -0.00138370609234262","johns -0.00129331067891469","may -0.00115266367034728","lawsuit -0.00110099022341459","missouri -0.00104651820125445","track -0.000990320354851582","member -0.000927913229265998","nagasaki -0.000891498711874883","sailor -0.000868843332229807","wyoming -0.000738558333573169","passenger -0.000714550284852122","navy -0.000697488913754984","system -0.000563024924179145","healths -0.000563024924179145","government -0.00055288693671196","body -0.000538992917697323","japan -0.000537440665570155","health -0.000526159806247928","two -0.000475808722808058","detect -0.000459247767069293","crow -0.000431739800948128","conference -0.000428711931557579","jhu -0.000411356460270906","file -0.000395902720049413","deliziosa -0.000395902720049413","genoa -0.000395902720049413"
"14","people -0.00465042635705093","die -0.00269363468021078","test -0.00173417256387509","ship -0.00150486389597537","hospital -0.00150011429170005","university -0.00148303501578861","passenger -0.00141138460264512","veteran -0.00131448305260462","report -0.00131084521798241","record -0.00130879937138251","jhu -0.00126664504320961","prison -0.00110415308556544","positive -0.00104235006564335","sailor -0.000959418872820472","wyoming -0.000959418872820472","may -0.000938067483337579","tedros -0.000738704404778523","country -0.000721442929607186","crow -0.000678609881016867","navy -0.000662194417406226","military -0.000649280157343446","member -0.000639914172605893","federal -0.000624082090117217","cnn -0.000476780546463051","follow -0.000453108921699474","two -0.000402358747502607","world -0.000395383018468976","interactive -0.000393035564476563","include -0.000366051687046287","track -0.000354888266402176"
"15","ship -0.00683840539102742","flu -0.00269654272293085","report -0.00261789456546224","cruise -0.00250479592827169","day -0.0024304836994461","crow -0.00228218012569859","passenger -0.00184727115798344","test -0.00117898046740905","record -0.000938714252640582","kill -0.000930890531749218","member -0.000731003061459679","die -0.000728566931295416","beshear -0.000671939394602417","novel -0.000552973909960897","navy -0.000543942613160819","sailor -0.000543942613160819","positive -0.000521959712744047","wyoming -0.000449470801865304","average -0.000406307610321344","symptom -0.000404192749462018","infect -0.000383151644396285","prison -0.000380506586933338","board -0.000364021129935943","far -0.000364021129935943","show -0.000352040701277589","tally -0.000346710447104215","monday -0.000344485647288284","protest -0.00029845974153353","worldwide -0.000295954257836684","vaccine -0.000279026411716177"
"16","care -0.0073866243623173","home -0.00425640288569373","death -0.00386878799245738","fire -0.00201753314815045","increase -0.00168656431423486","hospital -0.00150665413721129","ship -0.0014286441364908","datum -0.00132380303683999","cause -0.00113318842923971","rate -0.00112864920394939","cruise -0.000944825509434311","ventilator -0.000903175277522816","england -0.000786480763724229","russia -0.000786480763724229","resident -0.000782306821785483","occur -0.000636890193027817","tass -0.000636890193027817","agency -0.000632925287958885","jersey -0.00056649099452788","mortality -0.00050310937519038","excess -0.00050310937519038","wale -0.000471506921964626","sailor -0.00044620573221732","will -0.000441960967211941","report -0.000420760842380963","crow -0.000419554006915512","world -0.000417602781106918","projection -0.000410759665003702","see -0.000404828820989023","russian -0.00038511714750733"
"17","model -0.00298471943281253","unite -0.00265836747845449","will -0.00216330478573123","latin -0.00136373734588613","russia -0.00135774236103181","america -0.00118375200307297","ship -0.000949623105750752","day -0.00068178755649273","tally -0.000680396113654669","national -0.000671606870944363","may -0.00064562173542948","cruise -0.00062317757305197","covid -0.000567484303232613","cite -0.000510171566503015","die -0.00047724738776167","begin -0.00045478647014896","yet -0.000405094497837877","crow -0.000359282820075468","brazil -0.000340074154812742","europe -0.000338469127014962","count -0.000333648910080142","military -0.000301869770532814","numb -0.000296942083245599","pandemic -0.000290768873915215","predict -0.000281192387162954","kill -0.000278111820284477","flu -0.000275039010197209","probable -0.000275039010197209","england -0.000273480099007295","high -0.000261232129088462"
"18","brazil -0.00914550361589317","indigenous -0.00739209032492538","new -0.0022711115024534","coronavirus -0.0019738689479124","people -0.00176384070515456","bolsonaro -0.0017531684795733","brazils -0.00115622816496497","jair -0.000827383634841139","gov -0.000782496366822705","health -0.000773813733527362","brazilian -0.000683626152760075","rate -0.000683133996684071","jersey -0.000680852313910241","peak -0.000642872826191243","york -0.000586287660319429","president -0.000526793824519145","update -0.000497129473241209","yet -0.000497129473241209","covid -0.00047915836611645","daily -0.000446845034125398","double -0.000437343154725878","advocacy -0.000437343154725878","numb -0.00040785468762039","jhu -0.00037405449668293","year -0.000342960555295702","cuomo -0.000334784238184449","articulation -0.000334784238184449","institute -0.000322441148380426","week -0.000322441148380426","federal -0.00032192218948246"
"19","report -0.00650955011214982","forecast -0.0043785141242848","accord -0.00195596627984163","new -0.00184807791139419","visit -0.00155813179038511","cuomo -0.00137778038351044","day -0.00106307803127992","project -0.00101137465457102","university -0.000931235160497756","record -0.000929477555979608","ensemble -0.000921015063380048","hospital -0.000886934210190038","cnn -0.000850758161271115","time -0.000826871974764498","june -0.000701831862429225","unite -0.000657735256941683","may -0.000650883808022584","likely -0.000625260389394589","indigenous -0.000568658431272073","low -0.000478295414902186","hospitalization -0.000416306458172366","thursday -0.000378393736593319","say -0.000359853606804239","track -0.000336955266262984","show -0.000332409199414352","cdcs -0.000331246773711658","menezes -0.000331246773711658","gov -0.000316707011756567","model -0.000315474086395762","number -0.000314680680060575"
"20","death -0.0103158717903291","care -0.00250259410013753","increase -0.00244629838850197","say -0.00236647668003698","see -0.00192523407518763","brazil -0.00157695254085133","texas -0.00128288358715789","trend -0.00113000627333693","average -0.00108485738193886","daily -0.000983337359361292","model -0.000950691874338383","june -0.000923383894010366","hospitalization -0.000817340459693949","arkansas -0.000682946095576731","hospital -0.000674559145734555","total -0.000668841457546532","control -0.000668176026510481","project -0.000583406773398631","california -0.000563824042763894","indigenous -0.000560116250955089","russia -0.000536625780611422","million -0.000535373778267068","country -0.000503792431340022","week -0.0004480478044534","utah -0.00043690312138811","rise -0.000418553622442031","forecast -0.00041449217640388","reopen -0.000384656648963921","watch -0.00037997650921795","columbia -0.000376260714918586"
"21","death -0.00916962371199692","day -0.00400613143135031","less -0.00385549431250465","see -0.00382713445964444","florida -0.0032887251248841","unite -0.00187953746387393","include -0.00181077239509775","department -0.00164587827360851","country -0.00156826394438814","brazil -0.00150811992504207","since -0.00136639072092326","increase -0.00105405507046386","county -0.00101483181493012","per -0.000997357436971935","week -0.000994093836309773","us -0.000989194128388937","good -0.000840298528213879","previous -0.00078349294191582","care -0.000739508201744066","territory -0.000733860465001901","average -0.000684354510726126","russia -0.000555038364175142","indigenous -0.000555038364175142","sevenday -0.000543572255872982","carolina -0.000532936976418874","universitys -0.000501245616749468","columbia -0.000494073245000393","period -0.000489446697694906","repatriate -0.000484248068050031","may -0.000473771932162137"
"22","death -0.00798715229030644","high -0.00204094652356079","us -0.00200681243378198","florida -0.00161801641015225","good -0.0012689469939916","model -0.00126308058844671","record -0.00112204108851877","die -0.00109210301866991","county -0.00100878633525192","forecast -0.000980089486706137","brazil -0.000776483043925413","texas -0.000745731298561259","california -0.000674128321146883","people -0.000622658305619694","arizona -0.000602615178162846","less -0.000569646411615166","city -0.000548349384522973","day -0.000536225731821993","unite -0.00048337385818209","surge -0.000418007699612866","indigenous -0.000395123852960921","district -0.000372326000837142","territory -0.000351489133312621","newsom -0.000328012824219348","columbia -0.000326164983368127","past -0.000304935441039045","repatriate -0.000304179608209942","rise -0.000278990769549514","wear -0.000271218058477962","number -0.000269180285646264"
"23","model -0.000659787188750594","bar -0.000524192638819199","see -0.00049433282424427","death -0.0004813785547233","increase -0.000472574733255904","say -0.00040999660374641","trend -0.000393619761438591","close -0.000284112596207975","people -0.000265762905802491","average -0.00026029552711726","surge -0.000240241707381017","louisiana -0.000238567191156447","pause -0.000224078198157285","bed -0.000184806424857631","include -0.000184197760381588","june -0.00016572421114458","test -0.000158316391218549","across -0.000158135317813946","county -0.000142062934450071","positivity -0.000127294879689432","institute -0.000121596132253932","july -0.000116906500161273","health -0.000116590105645908","spread -0.000116204351129801","expect -0.000108854946386683","saturday -0.000106309008392036","october -9.97721436531984e-05","center -9.10837588389279e-05","period -9.10837588389279e-05","million -9.0911271925509e-05"
"24","positivity -0.00350248521457375","rate -0.00328783653238096","hospital -0.00292642815055122","bed -0.00236251255678099","see -0.0020200496455226","release -0.00140240103042966","patient -0.00132463108609271","county -0.00109131354453118","covid -0.00106121817034122","available -0.000865905432700043","miamidade -0.000781367990930426","die -0.00072792929940324","icu -0.000512518347155488","ventilator -0.000459672138290679","florida -0.000459598921821791","arizona -0.000366148847791403","carolina -0.000320137463049042","use -0.000310044202456838","model -0.000308648985432702","forecast -0.000305422679564571","cnns -0.000299082864463451","july -0.000269599013033361","time -0.00026420909621272","real -0.000250407966710942","start -0.000241296950649783","care -0.00022801913769066","currently -0.000223287411693862","rise -0.00021004625528187","line -0.000206874279347513","disease -0.000189096601617145"
"25","sunday -0.00308060671045218","hospital -0.00234596258345932","death -0.00215757811592465","increase -0.00165937094324931","statement -0.000879022242119998","monday -0.000767704180837825","patient -0.000740279058985216","hospitalize -0.000732780114203635","ventilator -0.000709353835180559","care -0.000697939703876993","capacity -0.000692524340588863","thursday -0.000666711023362798","age -0.000626926803903971","coronavirus -0.000555716078137869","icu -0.000460725075578039","covid -0.000454203241179174","surge -0.000433838661237362","office -0.00043067268466046","wednesday -0.000409725589600285","texas -0.000384645843594988","california -0.000372979945906238","university -0.000363260821274691","stagger -0.000326317243749319","official -0.000318521345487932","point -0.000314961123771162","record -0.000312133759089672","previous -0.000307865539068475","across -0.000281425347058106","carolina -0.000279546939194963","government -0.000260760865104737"
"26","covid -0.00409232655497094","department -0.0019643391520916","coronavirus -0.00154301112970157","health -0.00148752372288741","release -0.00125147338028286","time -0.00105750537745775","death -0.000964046722358503","total -0.000735888500665749","database -0.000689191534128053","exactly -0.000683958243052341","note -0.000657555852931258","draw -0.0006488079571213","project -0.000610235874003107","line -0.000595299504001279","real -0.000557470040443264","cnns -0.000486138824651317","icu -0.00048453534318782","may -0.000410105178695885","track -0.000365758778167247","hospitalize -0.000357837489229573","arizona -0.000337144930192212","news -0.000327948088256313","june -0.000310562402465298","month -0.000305324191927636","bring -0.000300219785903666","continue -0.000291716069940717","infection -0.000291716069940717","statewide -0.000276306122698688","toll -0.000273879725347981","covidrelated -0.000272871341685299"
"27","department -0.00230466091992176","health -0.00226468272848257","accord -0.00144080999565255","numb -0.000864672256337129","death -0.000854339975991936","increase -0.000619334398268445","care -0.000505761821382511","line -0.000465439641409771","note -0.000431023268327002","high -0.000423127784340172","york -0.000415890247108641","release -0.00041523502465135","ahca -0.000406220694809556","draw -0.000361579717204075","database -0.000361579717204075","project -0.000358646763700898","mayor -0.000333865505204978","real -0.000326542966778587","may -0.000312712498201639","daily -0.000311352037691615","exactly -0.000292698085057941","time -0.000279211979787974","record -0.000275168307983131","week -0.000240184060876003","us -0.000225426432006626","bed -0.000203709774298066","official -0.000197958306673685","day -0.000184702599072106","rate -0.000178302022404653","agency -0.000155815806446524"
"28","department -0.00166172330240599","numb -0.00142318962904553","resident -0.00107109210826151","public -0.00097250736707144","patient -0.000942676951457","health -0.000933993099724084","bed -0.000860410916923127","texas -0.00084226216754435","test -0.000673355156397215","include -0.000673293960350319","daily -0.000594818584459977","day -0.000589376035573075","high -0.000579401645908417","late -0.000551332497971235","hospital -0.000549500877949582","city -0.000497223165383698","increase -0.0004721578393031","doh -0.00046368290831722","rate -0.000367593615150041","see -0.000303980355565447","positivity -0.000267661531880625","saturday -0.000262936772180034","facility -0.000244671560842624","service -0.000220622531505899","county -0.00021541039595363","across -0.000215318779083762","good -0.000199390814417555","sunday -0.000199269914902378","territory -0.000190199531639235","past -0.000189475345919288"
"29","county -0.00207783810284001","city -0.00158756718713682","coronavirus -0.000731262872137983","positivity -0.000725105776163359","care -0.000552573388363009","us -0.000527828702701405","bed -0.000504771446159014","hospital -0.00048109880354863","release -0.000420080447043891","aug -0.000381370659028324","seven -0.00037336471031113","inmate -0.000348739322708846","across -0.000345405720906022","record -0.00033642849695148","last -0.00032398207307005","website -0.00028062932715478","prison -0.0002674091325372","icu -0.000257781308642957","ahca -0.000255715615354979","positive -0.000252386835134955","toll -0.000240446817383333","available -0.000211320656243519","add -0.000206269563435613","see -0.000200722226898042","georgia -0.000192532180475324","confirm -0.000186456417656911","high -0.000186083580132945","miamidade -0.000171159060472492","fdc -0.000169442323563196","bring -0.000161945477287873"
"30","county -0.00159992884777016","accord -0.00107749615973562","florida -0.00103777274886219","mississippi -0.000862986408279975","california -0.000809913256434092","hospital -0.000700891781218571","record -0.000470888128578539","department -0.000434506879532504","average -0.0003832545912823","patient -0.000381759008586946","virus -0.000352234299713317","reeve -0.000281109357390452","past -0.000265158618493966","university -0.000232604841068462","city -0.000230764909754266","bed -0.000209511621274472","die -0.000204585820658298","ahca -0.00020023629366106","care -0.000179688792024568","meet -0.000176478921457779","kentucky -0.000176478921457779","increase -0.00016783092468442","available -0.000165475675382054","texas -0.000156347239819499","per -0.000153121295480063","high -0.000143354786048544","late -0.000139245477338013","positivity -0.000138842507112047","virginia -0.000138398493407688","rate -0.000136470790743082"
"31","child -0.00104448701430293","say -0.000863407607573308","hospital -0.000840591839242455","people -0.000721774361395422","university -0.000623267387269366","high -0.000506880380189978","city -0.000459539025219668","per -0.000364142203411411","care -0.000336450799315213","forecast -0.000320823838654838","datum -0.00029998234704065","rate -0.000294869460943814","august -0.000268863124817886","now -0.000247791647138285","model -0.000235111901044971","confirm -0.000220984645970868","agency -0.00021037532259871","accord -0.000201407083476712","governor -0.000177068646651346","danbury -0.00016965247493661","good -0.000163769313079931","texas -0.000153850914329179","ahca -0.000144131184545815","sunday -0.000142411232865847","hospitalize -0.000133748513745258","positive -0.000132273638589475","july -0.000123061643518829","probable -0.000122805972559981","hospitalization -0.000122255666499815","icu -0.000119851596977583"
"32","numb -0.00152474393256985","department -0.00148904770744174","coronavirus -0.00120321172249538","health -0.00115358899282536","project -0.000891742563220443","death -0.000838475608904377","august -0.000742085909571033","city -0.000740822990676238","cnns -0.000652933288764923","track -0.000652933288764923","aug -0.000644866735479921","may -0.000627927830010533","exactly -0.000557306773153798","number -0.000521490512277789","draw -0.000512540412555773","database -0.000512540412555773","real -0.000483578105621607","child -0.00047372531049894","dakota -0.000469002160853438","note -0.000462254573496468","across -0.000425957239696184","line -0.00040095377104532","zone -0.0003605921075579","confirm -0.000353146715746711","south -0.000310041703172059","york -0.000281366841005326","time -0.000264504439638547","say -0.000255155747729718","unit -0.00025440983752667","now -0.000245614256965787"
"33","death -0.00630963948555874","say -0.00356423844245168","gov -0.00313777109200231","governor -0.00295571687077423","infection -0.00124966366776735","release -0.00115174658818373","million -0.00109675128701325","health -0.000732241785949994","cuomo -0.000702942150311747","county -0.000603849110740406","datum -0.000584031028995402","nearly -0.000535379052227225","now -0.000529655613255908","distance -0.000506441016159598","will -0.000482302877352181","hutchinson -0.000459875965921341","city -0.000448406941148449","lafayette -0.000389624481344941","record -0.000374408407301741","lamont -0.000372497304683472","low -0.000367027500542405","numb -0.000330878767811127","point -0.000329456107737602","today -0.000326668396001706","andrew -0.00031100993695754","georgia -0.000288273203518652","child -0.000280844786707091","currently -0.000277063226545637","positivity -0.000273077903838126","purchase -0.000270520615523129"
"34","child -0.0135099566670447","york -0.00482007102894855","less -0.002995930680737","age -0.00267222532722977","group -0.00170044470578412","hopkins -0.00169972730993329","tuesday -0.00161870566601197","include -0.00157793740366396","case -0.00156061960502385","say -0.00126127586101799","johns -0.00122200201160416","bring -0.0011527722663649","city -0.0011527722663649","good -0.000980520815143771","nearly -0.00086148100174166","per -0.000856791684188063","territory -0.000826423046129232","information -0.000743785153186405","doh -0.000671132123623464","repatriate -0.000603267572537813","wednesday -0.000555708044134851","unite -0.000436830359147433","hospital -0.000423949965218551","mortality -0.000409693855103699","one -0.000377730918681096","threshold -0.00036188444683638","yesterday -0.000348181837860229","weekly -0.0003446996053319","detail -0.000338798295110299","make -0.000324016922628068"
"35","total -0.0042766585710925","forecast -0.0042006750855681","model -0.00387944703289034","child -0.00376544101194543","county -0.00236620198283333","drop -0.00174117934082352","now -0.00174015342528577","include -0.00166322262787744","projection -0.00147957541603061","age -0.00142791021333599","jan -0.00123368088288134","less -0.00121101035166205","city -0.00115634382126639","ensemble -0.00114558493218697","spike -0.00113258873768352","expect -0.00108315219073718","cooper -0.00108315219073718","good -0.00107927569819011","number -0.0010075302711553","unite -0.000975023579873335","since -0.0009474456847961","will -0.000910560353403755","numb -0.000841438971444286","group -0.000802058971097863","parson -0.000788924425821125","oct -0.000788924425821125","project -0.000756450783479079","milestone -0.000708389639651363","misinformation -0.000708389639651363","territory -0.000683868933166298"
"36","case -0.00796740017573727","city -0.00620302594095234","total -0.00529762187514782","child -0.00256673505693017","increase -0.00214096334039293","death -0.00206451084496362","positivity -0.00201102540806497","brooklyn -0.00185746853318713","wisconsin -0.00167481365159305","university -0.00139857650586528","code -0.00139399633987614","cuomo -0.00133485218987928","see -0.00124603529372247","hopkins -0.00121548667369453","neighborhood -0.00118733982025521","zip -0.000997352269170193","will -0.000890704024584577","high -0.00088230873081907","community -0.00086439319631737","cluster -0.000823999444029222","resident -0.000812510506905451","test -0.000789118354880158","say -0.000782097991916531","columbia -0.000716347402792694","count -0.0006768864011234","datum -0.000623335683535786","social -0.000612373354902607","district -0.000581418005601519","reopen -0.000559832959614814","dr -0.000559087368465994"
"37","child -0.00496666538628232","high -0.00410741132232695","wisconsin -0.00290447493092727","zip -0.00258979445759411","positive -0.00232654249925424","report -0.00160973764860539","code -0.00160434493526418","datum -0.00146893845460261","spot -0.00134051958762127","university -0.00124580353818127","office -0.00117634440765713","blasio -0.00103736897431439","next -0.000960639150710318","since -0.000952385541609702","hot -0.000886172639763982","restriction -0.000813968919738506","johns -0.000803219595695848","continue -0.000765288416584409","include -0.000765288416584409","oct -0.000761752442626107","service -0.000744027521215718","die -0.000712649304343005","dashboard -0.00067634802708183","virus -0.000651954222913309","age -0.000598702264218764","pandemic -0.000598702264218764","nonessential -0.000583068817311849","boeing -0.000583068817311849","recordhigh -0.000583068817311849","million -0.000547725398178489"
"38","child -0.00490045491704938","report -0.0042930848131425","death -0.00286057899018877","christie -0.00268782269549939","evers -0.00253265688702864","medical -0.00205558781286341","el -0.00205558781286341","paso -0.00205558781286341","across -0.00195202663654614","florida -0.00171130413865039","region -0.00150878161599044","texas -0.00139298469672078","public -0.00118228116761243","hotspot -0.00117140051525366","area -0.00116452361069874","die -0.00112857471318351","wednesday -0.000961343793399849","increase -0.000958050533929722","us -0.000944040150281156","send -0.000857917680400666","numb -0.00080308846594801","conference -0.000768420169422468","surge -0.000682256216160693","age -0.000667255502448505","code -0.000667255502448505","high -0.000625376771402952","zip -0.0006021292732451","per -0.000593017050348532","include -0.000586653629737532","county -0.000570065784030849"
